stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,paradas_id,alcaldia
f857c5,N/A,Pars,19.43256639378335,-99.15611023333273,0,N/A,0,163,Cuauhtémoc
f857c7,N/A,Instituto Politcnico Nacional,19.49039966973826,-99.13270661839265,0,N/A,0,164,Gustavo A. Madero
f857c8,N/A,Nuevo Len L2,19.40346918952325,-99.17036784567404,0,N/A,0,165,Cuauhtémoc
f857c9,N/A,Barrio San Antonio,19.34306244864715,-99.11244034767152,0,N/A,0,166,Iztapalapa
f857cb,N/A,El Rosario,19.507206060826725,-99.1995370388031,0,N/A,0,167,Azcapotzalco
f857cc,N/A,Jpiter,19.50869086278045,-99.15921429944574,0,N/A,0,168,Gustavo A. Madero
f857cd,N/A,Lindavista - Vallejo,19.49383965743074,-99.14814729049552,0,N/A,0,169,Gustavo A. Madero
f857ce,N/A,416 Oriente.,19.47106083272982,-99.07092862579692,0,N/A,0,170,Gustavo A. Madero
f857cf,N/A,Dep. 18 Mzo. L6,19.486493320266757,-99.12228405475616,0,N/A,0,171,Gustavo A. Madero
f857d1,N/A,Preparatoria 3,19.48363851494554,-99.09617718028105,0,N/A,0,172,Gustavo A. Madero
f857d2,N/A,Oriente 101,19.460945137833363,-99.10565972328186,0,N/A,0,173,Gustavo A. Madero
f857d3,N/A,Amores,19.3969008833724,-99.1637764718804,0,N/A,0,174,Benito Juárez
f857d4,N/A,Ermita-Iztapalapa,19.35669502918896,-99.11128372286947,0,N/A,0,175,Iztapalapa
f857d5,N/A,Eje Central.,19.430260767084228,-99.14080471340098,0,N/A,0,176,Cuauhtémoc
f857d6,N/A,Parque Lira,19.40779267114004,-99.18911880979248,0,N/A,0,177,Miguel Hidalgo
f857d7,N/A,Manuela Senz,19.324219522471918,-99.11397457122804,0,N/A,0,178,Coyoacán
f857d8,N/A,San Lzaro L4 Pte,19.43060283632745,-99.11549329993498,0,N/A,0,179,Venustiano Carranza
f857d9,N/A,Villa de Aragn,19.46495633358672,-99.0596044614896,0,N/A,0,180,Gustavo A. Madero
f857da,N/A,Preparatoria 1,19.273470758768216,-99.12054598331451,0,N/A,0,181,Xochimilco
f857dc,N/A,El Rodeo,19.39164014341617,-99.08710117144096,0,N/A,0,182,Iztacalco
f857dd,N/A,Misterios.,19.46098810763295,-99.12770396840664,0,N/A,0,183,Cuauhtémoc
f857de,N/A,Repblica de Argentina,19.43739936247409,-99.13164238551472,0,N/A,0,184,Cuauhtémoc
f857df,N/A,Canela,19.39782631717387,-99.10943817787135,0,N/A,0,185,Iztacalco
f857e0,N/A,El Salvador,19.429912154556657,-99.13856771740578,0,N/A,0,186,Cuauhtémoc
f857e1,N/A,Gandhi,19.42407365689417,-99.1800952806228,0,N/A,0,187,Miguel Hidalgo
f857e2,N/A,Metro Coyuya L5,19.39955868276431,-99.11365193102633,0,N/A,0,188,Iztacalco
f857e3,N/A,Cuitlhuac,19.47420383618805,-99.14615863546967,0,N/A,0,189,Azcapotzalco
f857e4,N/A,Coltongo,19.47991934094695,-99.14835017820153,0,N/A,0,190,Azcapotzalco
f857e5,N/A,DIF Xochimilco,19.276926740734268,-99.1183975338936,0,N/A,0,191,Xochimilco
f857e6,N/A,Poniente 128,19.48948505456544,-99.15188617177483,0,N/A,0,192,Gustavo A. Madero
f857e7,N/A,Deportivo los Galeana,19.4786245680706,-99.07798975266768,0,N/A,0,193,Gustavo A. Madero
f857ed,N/A,Oriente 116,19.39016053867788,-99.11274787355202,0,N/A,0,194,Iztacalco
f857ee,N/A,Glorieta de Violeta.,19.43967849572631,-99.14393385827869,0,N/A,0,195,Cuauhtémoc
f857ef,N/A,Iztacalco,19.39651781414634,-99.0959403573965,0,N/A,0,196,Iztacalco
f857f0,N/A,Vocacional 5.,19.43175716266821,-99.15105388991816,0,N/A,0,197,Cuauhtémoc
f857f1,N/A,414.,19.46836192099835,-99.07161503265114,0,N/A,0,198,Gustavo A. Madero
f857f2,N/A,Mercado Sonora,19.42321416268457,-99.12359545456292,0,N/A,0,199,Venustiano Carranza
f857f3,N/A,Montevideo L3,19.49615621230987,-99.15441578090892,0,N/A,0,200,Gustavo A. Madero
f857f4,N/A,Hospital Infantil La Villa L6,19.48805527433594,-99.11475284998424,0,N/A,0,201,Gustavo A. Madero
f857f6,N/A,Pueblo de los Reyes,19.348045526479225,-99.11132454872131,0,N/A,0,202,Iztapalapa
f857f8,N/A,Ferrocarriles Nacionales,19.50487858685309,-99.18879344579427,0,N/A,0,203,Azcapotzalco
f857f9,N/A,Riobamba,19.48863235378676,-99.127932685765,0,N/A,0,204,Gustavo A. Madero
f857fa,N/A,Const. de Apatzingn,19.3890344498816,-99.05981096041994,0,N/A,0,205,Iztacalco
f857fb,N/A,Indios Verdes L7,19.49324704908624,-99.1209780575117,0,N/A,0,206,Gustavo A. Madero
f857fc,N/A,Mxico Tenochtitlan.,19.43967077613262,-99.15299501617082,0,N/A,0,207,Cuauhtémoc
f857fd,N/A,Casas Alemn,19.47422035185774,-99.0883446948742,0,N/A,0,208,Gustavo A. Madero
f857fe,N/A,Hidalgo L4.,19.43733106081757,-99.14617726339026,0,N/A,0,209,Cuauhtémoc
f857ff,N/A,Apatlaco,19.37802935588254,-99.10916805267334,0,N/A,0,210,Iztapalapa
f85800,N/A,Garibaldi,19.44423650585254,-99.1396197329464,0,N/A,0,211,Cuauhtémoc
f85801,N/A,Gandhi.,19.42393323720598,-99.1807275007176,0,N/A,0,212,Miguel Hidalgo
f85802,N/A,Mercado Morelos,19.441292787698163,-99.11342153420172,0,N/A,0,213,Venustiano Carranza
f85803,N/A,Pars.,19.43249596572874,-99.15578123429812,0,N/A,0,214,Cuauhtémoc
f85804,N/A,Morelos.,19.43583593720632,-99.11856710693506,0,N/A,0,215,Venustiano Carranza
f85805,N/A,Buenavista L3 Sur,19.44575795469,-99.15214240550996,0,N/A,0,216,Cuauhtémoc
f85806,N/A,416 Poniente,19.4724713707306,-99.0794027464215,0,N/A,0,217,Gustavo A. Madero
f85807,N/A,Robles Domnguez.,19.46701461200295,-99.1254319976437,0,N/A,0,218,Gustavo A. Madero
f85808,N/A,San Juan de Aragn L5,19.479921017407523,-99.09782553800144,0,N/A,0,219,Gustavo A. Madero
f85809,N/A,Las Amricas,19.39341912299042,-99.13427728280912,0,N/A,0,220,Benito Juárez
f8580a,N/A,La Diana,19.4255894802327,-99.1709642675253,0,N/A,0,221,Cuauhtémoc
f8580b,N/A,Avenida del Taller,19.41259082641491,-99.1127913421244,0,N/A,0,222,Venustiano Carranza
f8580d,N/A,Archivo General de la Nacin L5,19.437191903990865,-99.11438715802898,0,N/A,0,223,Venustiano Carranza
f8580e,N/A,El Caballito.,19.43510387143595,-99.15023892127792,0,N/A,0,224,Cuauhtémoc
f8580f,N/A,Volcn de Fuego,19.47707526470618,-99.07262158696162,0,N/A,0,225,Gustavo A. Madero
f85810,N/A,Mixcalco.,19.43639173059286,-99.12368444493966,0,N/A,0,226,Venustiano Carranza
f85812,N/A,Andrs Molina Enrquez,19.39763143662469,-99.12970792326716,0,N/A,0,227,Iztacalco
f85813,N/A,Norte 59,19.49761176458131,-99.16563234198806,0,N/A,0,228,Azcapotzalco
f85814,N/A,Colegio de Bachilleres 3,19.386335993431675,-99.11176174879076,0,N/A,0,229,Iztacalco
f85815,N/A,Bellas Artes,19.43638320537854,-99.1415580819565,0,N/A,0,230,Cuauhtémoc
f85816,N/A,De Las Culturas,19.51087684218516,-99.19268009410874,0,N/A,0,231,Azcapotzalco
f85817,N/A,Hidalgo L4,19.43725999377647,-99.14587088408868,0,N/A,0,232,Cuauhtémoc
f85818,N/A,CCH Oriente,19.38333134036536,-99.06074842216212,0,N/A,0,233,Iztacalco
f85819,N/A,Ferrocarril de Cintura.,19.43609460222703,-99.12101701347626,0,N/A,0,234,Venustiano Carranza
f8581b,N/A,314 Memorial New's Divine,19.5005350197038,-99.08907551069252,0,N/A,0,235,Gustavo A. Madero
f8581d,N/A,Atanasio G. Sarabia,19.36121360528121,-99.11033997955424,0,N/A,0,236,Iztapalapa
f8581e,N/A,San Bartolo,19.49193756664191,-99.13911487710752,0,N/A,0,237,Gustavo A. Madero
f8581f,N/A,UAM Azcapotzalco,19.50396096719146,-99.1838580942578,0,N/A,0,238,Azcapotzalco
f85820,N/A,ESIME Culhuacn,19.329185458249384,-99.11354273557664,0,N/A,0,239,Coyoacán
f85821,N/A,San Juan de Aragn L6,19.47869542400452,-99.09721891185188,0,N/A,0,240,Gustavo A. Madero
f85822,N/A,Tepalcates,19.39081533747767,-99.04749482316645,0,N/A,0,241,Benito Juárez
f85823,N/A,Morelos,19.43582949514625,-99.11886129087172,0,N/A,0,242,Venustiano Carranza
f85824,N/A,Buenavista L4,19.444814144304186,-99.15234348157216,0,N/A,0,243,Cuauhtémoc
f85825,N/A,Ro Mayo,19.38689466145514,-99.07997445243926,0,N/A,0,244,Iztapalapa
f85826,N/A,La Merced,19.42552270446987,-99.12583563729942,0,N/A,0,245,Cuauhtémoc
f85827,N/A,Caaverales,19.29566372943741,-99.11447882652284,0,N/A,0,246,Tlalpan
f85828,N/A,Martn Carrera,19.48199187801027,-99.10537962971588,0,N/A,0,247,Gustavo A. Madero
f85829,N/A,Repblica de Chile.,19.43794863320294,-99.13531940895568,0,N/A,0,248,Cuauhtémoc
f8582a,N/A,La Diana.,19.42467046910243,-99.17242765233745,0,N/A,0,249,Cuauhtémoc
f8582b,N/A,Calzada Taxquea,19.3386548846335,-99.1129334596564,0,N/A,0,250,Iztapalapa
f8582d,N/A,Mercado Beethoven,19.45760857324631,-99.12904435428398,0,N/A,0,251,Cuauhtémoc
f8582e,N/A,Hospital Balbuena.,19.42495641558283,-99.11475777626038,0,N/A,0,252,Venustiano Carranza
f8582f,N/A,Museo San Carlos,19.43802059990666,-99.14981512534364,0,N/A,0,253,Cuauhtémoc
f85830,N/A,Pantitln,19.41697091658807,-99.07342103775729,0,N/A,0,254,Venustiano Carranza
f85831,N/A,Exclsior,19.472226262443414,-99.123664307691,0,N/A,0,255,Gustavo A. Madero
f85833,N/A,Hidalgo L7,19.43772942933604,-99.14643753385796,0,N/A,0,256,Cuauhtémoc
f85836,N/A,Tepetlapa,19.31627104403415,-99.11163683559968,0,N/A,0,257,Coyoacán
f85837,N/A,Bellas Artes.,19.43634420642639,-99.1417623615778,0,N/A,0,258,Cuauhtémoc
f85838,N/A,Auditorio,19.42630298441012,-99.19468150478026,0,N/A,0,259,Miguel Hidalgo
f85839,N/A,La Patera,19.50371069154075,-99.15722099367268,0,N/A,0,260,Gustavo A. Madero
f8583a,N/A,Jurez L4.,19.43125977085409,-99.14770930427454,0,N/A,0,261,Cuauhtémoc
f8583b,N/A,Francisco Morazn,19.4669759456913,-99.06181046443874,0,N/A,0,262,Gustavo A. Madero
f8583c,N/A,Av. Talismn,19.47908069711129,-99.1209256469118,0,N/A,0,263,Gustavo A. Madero
f8583d,N/A,Glorieta de Coln L7.,19.43397457789296,-99.1526677741595,0,N/A,0,264,Cuauhtémoc
f8583e,N/A,5 de Mayo,19.49714584571807,-99.09043282270432,0,N/A,0,265,Gustavo A. Madero
f8583f,N/A,Ro de Guadalupe,19.4760789329676,-99.09931976274012,0,N/A,0,266,Gustavo A. Madero
f85841,N/A,Canal del Norte,19.44960011756692,-99.11035320052304,0,N/A,0,267,Venustiano Carranza
f85842,N/A,Teatro Blanquita,19.43844815614136,-99.13901945332316,0,N/A,0,268,Cuauhtémoc
f85843,N/A,De la Salle,19.40761148131642,-99.18348982801136,0,N/A,0,269,Miguel Hidalgo
f85844,N/A,Calzada del Hueso,19.30148104933729,-99.11340870428452,0,N/A,0,270,Coyoacán
f85845,N/A,Archivo General de la Nacin L4,19.43546720037218,-99.11550163721292,0,N/A,0,271,Venustiano Carranza
f85846,N/A,Nicols Bravo.,19.39350347486558,-99.050926196446,0,N/A,0,272,Benito Juárez
f85847,N/A,Cecilio Robelo.,19.42555623132225,-99.11974173327776,0,N/A,0,273,Venustiano Carranza
f85848,N/A,Alcalda Cuauhtmoc,19.44264202839022,-99.15244122399686,0,N/A,0,274,Cuauhtémoc
f85849,N/A,Loreto Fabela,19.4672977345385,-99.08093376225192,0,N/A,0,275,Gustavo A. Madero
f8584a,N/A,Clave,19.46488002944004,-99.1262639400496,0,N/A,0,276,Gustavo A. Madero
f8584c,N/A,Ro Santa Coleta,19.45610203934556,-99.10757952486772,0,N/A,0,277,Gustavo A. Madero
f8584e,N/A,Escandn,19.40438170723944,-99.17386315759502,0,N/A,0,278,Miguel Hidalgo
f8584f,N/A,Cafetales,19.33393993789333,-99.1130847862855,0,N/A,0,279,Coyoacán
f85850,N/A,Mercados de San Juan.,19.43083241364029,-99.14483064436878,0,N/A,0,280,Cuauhtémoc
f85851,N/A,Centro SCOP,19.39527340571535,-99.146698332653,0,N/A,0,281,Benito Juárez
f85852,N/A,Eduardo Molina,19.42710005339384,-99.1153572654496,0,N/A,0,282,Venustiano Carranza
f85853,N/A,Defensora Pblica,19.43337237650243,-99.150955606019,0,N/A,0,283,Cuauhtémoc
f85854,N/A,Ro Fro,19.38762676791664,-99.07427191426662,0,N/A,0,284,Iztapalapa
f85855,N/A,Mercado Sonora Sur.,19.42308664824813,-99.1266832721852,0,N/A,0,285,Cuauhtémoc
f85858,N/A,Tres Culturas,19.45088155847964,-99.13277779993668,0,N/A,0,286,Cuauhtémoc
f8585a,N/A,Vista Hermosa,19.306673020002428,-99.111807346344,0,N/A,0,287,Coyoacán
f8585b,N/A,Eje Central,19.43040239487294,-99.14199297520496,0,N/A,0,288,Cuauhtémoc
